policy_id,policy_number,claimant_id,start_date,end_date,premium,coverage_type
POL_CLM_LEG_323_0,PN6563626311,CLM_LEG_323,2024-01-28T18:12:54.314826,2025-01-27T18:12:54.314826,1050.49,Liability Only
POL_CLM_LEG_324_0,PN8328492778,CLM_LEG_324,2024-11-21T18:12:54.314826,2025-11-21T18:12:54.314826,2188.4,Liability Only
POL_CLM_LEG_325_0,PN2232236769,CLM_LEG_325,2024-05-08T18:12:54.314826,2025-05-08T18:12:54.314826,890.54,Comprehensive
POL_CLM_LEG_325_1,PN6239753308,CLM_LEG_325,2024-06-19T18:12:54.314826,2025-06-19T18:12:54.314826,1200.82,Full Coverage
POL_CLM_LEG_326_0,PN1735942830,CLM_LEG_326,2025-06-08T18:12:54.314826,2026-06-08T18:12:54.314826,1341.76,Full Coverage
POL_CLM_LEG_327_0,PN9170247292,CLM_LEG_327,2023-09-10T18:12:54.314826,2024-09-09T18:12:54.314826,1369.99,Full Coverage
POL_CLM_LEG_328_0,PN8623874027,CLM_LEG_328,2024-09-16T18:12:54.314826,2025-09-16T18:12:54.314826,2359.57,Liability Only
POL_CLM_LEG_329_0,PN5293914925,CLM_LEG_329,2025-02-14T18:12:54.314826,2026-02-14T18:12:54.314826,2090.03,Liability Only
POL_CLM_LEG_330_0,PN398165150,CLM_LEG_330,2025-07-01T18:12:54.314826,2026-07-01T18:12:54.314826,2339.96,Full Coverage
POL_CLM_LEG_331_0,PN1262489229,CLM_LEG_331,2023-03-04T18:12:54.314826,2024-03-03T18:12:54.314826,1054.18,Comprehensive
POL_CLM_LEG_332_0,PN6033387883,CLM_LEG_332,2024-04-29T18:12:54.314826,2025-04-29T18:12:54.314826,989.02,Liability Only
POL_CLM_LEG_333_0,PN5549535924,CLM_LEG_333,2025-03-04T18:12:54.314826,2026-03-04T18:12:54.314826,881.17,Liability Only
POL_CLM_LEG_334_0,PN1194404988,CLM_LEG_334,2023-10-08T18:12:54.314826,2024-10-07T18:12:54.314826,1577.09,Full Coverage
POL_CLM_LEG_335_0,PN6068911065,CLM_LEG_335,2024-02-11T18:12:54.314826,2025-02-10T18:12:54.314826,1814.46,Full Coverage
POL_CLM_LEG_336_0,PN4423756513,CLM_LEG_336,2023-11-26T18:12:54.314826,2024-11-25T18:12:54.314826,1211.29,Full Coverage
POL_CLM_LEG_337_0,PN2400050191,CLM_LEG_337,2025-07-05T18:12:54.314826,2026-07-05T18:12:54.314826,1845.18,Full Coverage
POL_CLM_LEG_338_0,PN3285580428,CLM_LEG_338,2024-12-27T18:12:54.314826,2025-12-27T18:12:54.314826,1929.43,Full Coverage
POL_CLM_LEG_339_0,PN7566123736,CLM_LEG_339,2024-07-02T18:12:54.315934,2025-07-02T18:12:54.315934,915.05,Comprehensive
POL_CLM_LEG_340_0,PN6159386618,CLM_LEG_340,2023-04-23T18:12:54.315934,2024-04-22T18:12:54.315934,2480.16,Comprehensive
POL_CLM_LEG_341_0,PN5324118242,CLM_LEG_341,2023-01-24T18:12:54.315934,2024-01-24T18:12:54.315934,1599.23,Comprehensive
POL_CLM_LEG_342_0,PN7091871052,CLM_LEG_342,2024-06-19T18:12:54.315934,2025-06-19T18:12:54.315934,1231.21,Full Coverage
POL_CLM_LEG_343_0,PN2226009278,CLM_LEG_343,2025-04-28T18:12:54.315934,2026-04-28T18:12:54.315934,1386.16,Comprehensive
POL_CLM_LEG_344_0,PN6655765354,CLM_LEG_344,2025-03-22T18:12:54.315934,2026-03-22T18:12:54.315934,2111.55,Comprehensive
POL_CLM_LEG_345_0,PN7966037062,CLM_LEG_345,2025-02-20T18:12:54.315934,2026-02-20T18:12:54.315934,875.37,Comprehensive
POL_CLM_LEG_346_0,PN9760855017,CLM_LEG_346,2023-09-17T18:12:54.315934,2024-09-16T18:12:54.315934,1097.65,Comprehensive
POL_CLM_LEG_347_0,PN2433005905,CLM_LEG_347,2023-07-25T18:12:54.315934,2024-07-24T18:12:54.315934,1613.5,Full Coverage
POL_CLM_LEG_348_0,PN5631131983,CLM_LEG_348,2025-05-03T18:12:54.315934,2026-05-03T18:12:54.315934,2017.28,Liability Only
POL_CLM_LEG_349_0,PN6556158145,CLM_LEG_349,2024-12-12T18:12:54.315934,2025-12-12T18:12:54.315934,874.47,Full Coverage
POL_CLM_LEG_350_0,PN2850790592,CLM_LEG_350,2024-08-17T18:12:54.315934,2025-08-17T18:12:54.315934,2386.73,Comprehensive
POL_CLM_LEG_351_0,PN8374639009,CLM_LEG_351,2023-03-25T18:12:54.315934,2024-03-24T18:12:54.315934,1723.15,Liability Only
POL_CLM_LEG_352_0,PN2619328497,CLM_LEG_352,2023-09-13T18:12:54.315934,2024-09-12T18:12:54.315934,1124.88,Liability Only
POL_CLM_LEG_353_0,PN7314922743,CLM_LEG_353,2025-05-19T18:12:54.315934,2026-05-19T18:12:54.315934,2271.86,Liability Only
POL_CLM_LEG_354_0,PN1070827188,CLM_LEG_354,2023-04-10T18:12:54.315934,2024-04-09T18:12:54.315934,1425.63,Liability Only
POL_CLM_LEG_355_0,PN7775495642,CLM_LEG_355,2024-06-06T18:12:54.315934,2025-06-06T18:12:54.315934,1376.36,Full Coverage
POL_CLM_LEG_356_0,PN6172565445,CLM_LEG_356,2024-02-13T18:12:54.315934,2025-02-12T18:12:54.315934,1424.49,Comprehensive
POL_CLM_LEG_357_0,PN9925464940,CLM_LEG_357,2025-04-13T18:12:54.315934,2026-04-13T18:12:54.315934,2036.04,Full Coverage
POL_CLM_LEG_358_0,PN619217178,CLM_LEG_358,2023-03-17T18:12:54.315934,2024-03-16T18:12:54.315934,1106.78,Liability Only
POL_CLM_LEG_359_0,PN6936587040,CLM_LEG_359,2025-04-16T18:12:54.315934,2026-04-16T18:12:54.315934,1357.46,Liability Only
POL_CLM_LEG_360_0,PN9245330762,CLM_LEG_360,2023-10-28T18:12:54.315934,2024-10-27T18:12:54.315934,2020.03,Full Coverage
POL_CLM_LEG_361_0,PN3259899045,CLM_LEG_361,2024-07-12T18:12:54.315934,2025-07-12T18:12:54.315934,1560.12,Comprehensive
POL_CLM_LEG_362_0,PN7753291539,CLM_LEG_362,2024-07-10T18:12:54.315934,2025-07-10T18:12:54.315934,1845.25,Liability Only
POL_CLM_LEG_363_0,PN5963995705,CLM_LEG_363,2023-04-18T18:12:54.315934,2024-04-17T18:12:54.315934,2411.44,Full Coverage
POL_CLM_LEG_364_0,PN2230637174,CLM_LEG_364,2024-05-17T18:12:54.315934,2025-05-17T18:12:54.315934,1417.63,Comprehensive
POL_CLM_LEG_365_0,PN9112783289,CLM_LEG_365,2025-06-05T18:12:54.315934,2026-06-05T18:12:54.315934,1042.73,Comprehensive
POL_CLM_LEG_366_0,PN9187386879,CLM_LEG_366,2024-04-14T18:12:54.315934,2025-04-14T18:12:54.315934,859.16,Full Coverage
POL_CLM_LEG_367_0,PN626610287,CLM_LEG_367,2023-09-15T18:12:54.315934,2024-09-14T18:12:54.315934,1422.76,Liability Only
POL_CLM_LEG_368_0,PN2772839924,CLM_LEG_368,2025-06-03T18:12:54.315934,2026-06-03T18:12:54.315934,1828.66,Comprehensive
POL_CLM_LEG_368_1,PN5438672758,CLM_LEG_368,2024-04-02T18:12:54.315934,2025-04-02T18:12:54.315934,2413.0,Liability Only
POL_CLM_LEG_369_0,PN6700943294,CLM_LEG_369,2025-04-19T18:12:54.315934,2026-04-19T18:12:54.315934,1775.67,Comprehensive
POL_CLM_LEG_370_0,PN590003540,CLM_LEG_370,2024-08-19T18:12:54.315934,2025-08-19T18:12:54.315934,1904.25,Full Coverage
POL_CLM_LEG_371_0,PN3879712290,CLM_LEG_371,2025-06-10T18:12:54.315934,2026-06-10T18:12:54.315934,2050.65,Liability Only
POL_CLM_LEG_371_1,PN5268019701,CLM_LEG_371,2024-01-23T18:12:54.315934,2025-01-22T18:12:54.315934,1457.88,Comprehensive
POL_CLM_LEG_372_0,PN892445882,CLM_LEG_372,2023-05-05T18:12:54.315934,2024-05-04T18:12:54.315934,1242.49,Liability Only
POL_CLM_LEG_373_0,PN1158960075,CLM_LEG_373,2023-10-19T18:12:54.315934,2024-10-18T18:12:54.315934,1285.48,Liability Only
POL_CLM_LEG_374_0,PN8509397347,CLM_LEG_374,2025-02-18T18:12:54.315934,2026-02-18T18:12:54.315934,2249.8,Liability Only
POL_CLM_LEG_375_0,PN276260166,CLM_LEG_375,2023-07-07T18:12:54.315934,2024-07-06T18:12:54.315934,1556.69,Full Coverage
POL_CLM_LEG_376_0,PN6505505964,CLM_LEG_376,2023-02-22T18:12:54.315934,2024-02-22T18:12:54.315934,2477.18,Comprehensive
POL_CLM_LEG_377_0,PN9881867818,CLM_LEG_377,2025-05-01T18:12:54.315934,2026-05-01T18:12:54.315934,1735.0,Liability Only
POL_CLM_LEG_378_0,PN5698484994,CLM_LEG_378,2023-02-16T18:12:54.315934,2024-02-16T18:12:54.315934,1067.76,Comprehensive
POL_CLM_LEG_379_0,PN2153681540,CLM_LEG_379,2023-09-22T18:12:54.315934,2024-09-21T18:12:54.315934,1095.95,Liability Only
POL_CLM_LEG_379_1,PN5711028254,CLM_LEG_379,2024-02-02T18:12:54.315934,2025-02-01T18:12:54.315934,1181.21,Full Coverage
POL_CLM_LEG_380_0,PN6803750716,CLM_LEG_380,2024-11-06T18:12:54.315934,2025-11-06T18:12:54.315934,2143.63,Full Coverage
POL_CLM_LEG_381_0,PN9988168835,CLM_LEG_381,2023-11-28T18:12:54.315934,2024-11-27T18:12:54.315934,1427.15,Comprehensive
POL_CLM_LEG_382_0,PN7625962172,CLM_LEG_382,2023-01-13T18:12:54.315934,2024-01-13T18:12:54.315934,946.57,Liability Only
POL_CLM_LEG_383_0,PN7140779790,CLM_LEG_383,2023-07-03T18:12:54.315934,2024-07-02T18:12:54.315934,2022.08,Comprehensive
POL_CLM_LEG_384_0,PN7735845423,CLM_LEG_384,2024-05-13T18:12:54.315934,2025-05-13T18:12:54.315934,2199.68,Full Coverage
POL_CLM_LEG_385_0,PN6452826259,CLM_LEG_385,2024-08-16T18:12:54.315934,2025-08-16T18:12:54.315934,1891.98,Liability Only
POL_CLM_LEG_386_0,PN9143857,CLM_LEG_386,2024-01-24T18:12:54.315934,2025-01-23T18:12:54.315934,1385.68,Comprehensive
POL_CLM_LEG_387_0,PN8103282100,CLM_LEG_387,2025-01-01T18:12:54.315934,2026-01-01T18:12:54.315934,2105.23,Full Coverage
POL_CLM_LEG_388_0,PN1448796207,CLM_LEG_388,2023-01-29T18:12:54.315934,2024-01-29T18:12:54.315934,894.2,Full Coverage
POL_CLM_LEG_389_0,PN7510226632,CLM_LEG_389,2024-08-29T18:12:54.315934,2025-08-29T18:12:54.315934,1079.92,Liability Only
POL_CLM_LEG_390_0,PN7093819410,CLM_LEG_390,2024-11-18T18:12:54.315934,2025-11-18T18:12:54.315934,1388.24,Comprehensive
POL_CLM_LEG_390_1,PN9711514936,CLM_LEG_390,2024-09-19T18:12:54.315934,2025-09-19T18:12:54.315934,2238.09,Liability Only
POL_CLM_LEG_391_0,PN6879053147,CLM_LEG_391,2023-12-20T18:12:54.315934,2024-12-19T18:12:54.315934,1266.57,Comprehensive
POL_CLM_LEG_392_0,PN962894639,CLM_LEG_392,2024-01-07T18:12:54.315934,2025-01-06T18:12:54.315934,958.83,Comprehensive
POL_CLM_LEG_393_0,PN2005286523,CLM_LEG_393,2023-11-20T18:12:54.315934,2024-11-19T18:12:54.315934,1062.13,Comprehensive
POL_CLM_LEG_394_0,PN5873990776,CLM_LEG_394,2023-10-26T18:12:54.315934,2024-10-25T18:12:54.315934,1373.95,Comprehensive
POL_CLM_LEG_395_0,PN4756121843,CLM_LEG_395,2023-02-03T18:12:54.315934,2024-02-03T18:12:54.315934,848.23,Full Coverage
POL_CLM_LEG_396_0,PN8427279074,CLM_LEG_396,2023-05-09T18:12:54.315934,2024-05-08T18:12:54.315934,1780.51,Comprehensive
POL_CLM_LEG_396_1,PN1525278907,CLM_LEG_396,2024-12-03T18:12:54.315934,2025-12-03T18:12:54.315934,2103.83,Liability Only
POL_CLM_LEG_397_0,PN8086608821,CLM_LEG_397,2025-06-05T18:12:54.315934,2026-06-05T18:12:54.315934,1646.66,Comprehensive
POL_CLM_LEG_398_0,PN7729378300,CLM_LEG_398,2023-09-18T18:12:54.315934,2024-09-17T18:12:54.315934,2426.31,Liability Only
POL_CLM_LEG_399_0,PN762664201,CLM_LEG_399,2023-04-02T18:12:54.315934,2024-04-01T18:12:54.315934,1964.48,Liability Only
POL_CLM_LEG_400_0,PN4558900548,CLM_LEG_400,2023-08-01T18:12:54.315934,2024-07-31T18:12:54.315934,901.85,Liability Only
POL_CLM_LEG_401_0,PN648220260,CLM_LEG_401,2024-03-18T18:12:54.315934,2025-03-18T18:12:54.315934,1146.84,Comprehensive
POL_CLM_LEG_402_0,PN6485836860,CLM_LEG_402,2023-02-05T18:12:54.315934,2024-02-05T18:12:54.315934,2021.22,Comprehensive
POL_CLM_LEG_403_0,PN6197967737,CLM_LEG_403,2024-07-18T18:12:54.315934,2025-07-18T18:12:54.315934,2458.14,Full Coverage
POL_CLM_LEG_403_1,PN1583376894,CLM_LEG_403,2023-05-20T18:12:54.315934,2024-05-19T18:12:54.315934,1429.92,Comprehensive
POL_CLM_LEG_404_0,PN217794259,CLM_LEG_404,2024-11-01T18:12:54.315934,2025-11-01T18:12:54.315934,1593.0,Liability Only
POL_CLM_LEG_405_0,PN1399288029,CLM_LEG_405,2025-02-12T18:12:54.315934,2026-02-12T18:12:54.315934,964.58,Liability Only
POL_CLM_LEG_406_0,PN8988027682,CLM_LEG_406,2023-02-03T18:12:54.315934,2024-02-03T18:12:54.315934,1846.14,Full Coverage
POL_CLM_LEG_406_1,PN5756679642,CLM_LEG_406,2023-02-01T18:12:54.315934,2024-02-01T18:12:54.315934,2333.93,Liability Only
POL_CLM_LEG_407_0,PN435001664,CLM_LEG_407,2023-06-29T18:12:54.315934,2024-06-28T18:12:54.315934,1331.62,Full Coverage
POL_CLM_LEG_407_1,PN5256172838,CLM_LEG_407,2024-02-12T18:12:54.315934,2025-02-11T18:12:54.315934,2493.15,Liability Only
POL_CLM_LEG_408_0,PN6645732365,CLM_LEG_408,2024-08-25T18:12:54.315934,2025-08-25T18:12:54.315934,1645.53,Full Coverage
POL_CLM_LEG_409_0,PN8803231586,CLM_LEG_409,2024-02-05T18:12:54.315934,2025-02-04T18:12:54.315934,1577.29,Full Coverage
POL_CLM_LEG_409_1,PN8966133677,CLM_LEG_409,2024-11-28T18:12:54.315934,2025-11-28T18:12:54.315934,1791.68,Full Coverage
POL_CLM_LEG_410_0,PN9387960727,CLM_LEG_410,2024-02-16T18:12:54.315934,2025-02-15T18:12:54.315934,1815.78,Comprehensive
POL_CLM_LEG_411_0,PN6113088066,CLM_LEG_411,2024-09-17T18:12:54.315934,2025-09-17T18:12:54.315934,1712.37,Full Coverage
POL_CLM_LEG_412_0,PN879660573,CLM_LEG_412,2023-01-15T18:12:54.315934,2024-01-15T18:12:54.315934,1249.6,Liability Only
POL_CLM_LEG_413_0,PN7963764550,CLM_LEG_413,2024-06-27T18:12:54.315934,2025-06-27T18:12:54.315934,876.91,Full Coverage
POL_CLM_LEG_414_0,PN1198936710,CLM_LEG_414,2024-12-19T18:12:54.315934,2025-12-19T18:12:54.315934,1416.29,Liability Only
POL_CLM_LEG_415_0,PN889948390,CLM_LEG_415,2024-02-06T18:12:54.315934,2025-02-05T18:12:54.315934,1565.6,Comprehensive
POL_CLM_LEG_416_0,PN2353501624,CLM_LEG_416,2023-10-07T18:12:54.315934,2024-10-06T18:12:54.315934,1956.68,Full Coverage
POL_CLM_LEG_417_0,PN4301683919,CLM_LEG_417,2025-03-29T18:12:54.315934,2026-03-29T18:12:54.315934,1469.64,Liability Only
POL_CLM_LEG_418_0,PN8922452002,CLM_LEG_418,2024-06-27T18:12:54.315934,2025-06-27T18:12:54.315934,2083.44,Full Coverage
POL_CLM_LEG_419_0,PN7831760826,CLM_LEG_419,2024-05-21T18:12:54.315934,2025-05-21T18:12:54.315934,1650.13,Full Coverage
POL_CLM_LEG_420_0,PN185618883,CLM_LEG_420,2023-07-07T18:12:54.315934,2024-07-06T18:12:54.315934,1366.17,Liability Only
POL_CLM_LEG_421_0,PN1561780638,CLM_LEG_421,2025-02-04T18:12:54.315934,2026-02-04T18:12:54.315934,1830.64,Comprehensive
POL_CLM_LEG_422_0,PN9135007389,CLM_LEG_422,2023-10-18T18:12:54.315934,2024-10-17T18:12:54.315934,1341.5,Liability Only
POL_CLM_LEG_423_0,PN8940066964,CLM_LEG_423,2023-06-10T18:12:54.315934,2024-06-09T18:12:54.315934,2232.42,Comprehensive
POL_CLM_LEG_423_1,PN5442888627,CLM_LEG_423,2024-07-27T18:12:54.315934,2025-07-27T18:12:54.315934,1662.44,Comprehensive
POL_CLM_LEG_424_0,PN8239051626,CLM_LEG_424,2023-07-12T18:12:54.315934,2024-07-11T18:12:54.315934,1756.97,Liability Only
POL_CLM_LEG_425_0,PN7587584773,CLM_LEG_425,2024-06-24T18:12:54.315934,2025-06-24T18:12:54.315934,1363.11,Full Coverage
POL_CLM_LEG_426_0,PN2570958741,CLM_LEG_426,2023-11-17T18:12:54.315934,2024-11-16T18:12:54.315934,1323.05,Comprehensive
POL_CLM_LEG_426_1,PN4864933145,CLM_LEG_426,2023-01-25T18:12:54.315934,2024-01-25T18:12:54.315934,1969.67,Full Coverage
POL_CLM_LEG_427_0,PN8671305191,CLM_LEG_427,2024-10-08T18:12:54.315934,2025-10-08T18:12:54.315934,2444.02,Comprehensive
POL_CLM_LEG_428_0,PN5068878865,CLM_LEG_428,2023-06-29T18:12:54.315934,2024-06-28T18:12:54.315934,887.3,Liability Only
POL_CLM_LEG_429_0,PN1843462194,CLM_LEG_429,2023-10-01T18:12:54.315934,2024-09-30T18:12:54.315934,2026.01,Liability Only
POL_CLM_LEG_430_0,PN4112338252,CLM_LEG_430,2023-08-09T18:12:54.315934,2024-08-08T18:12:54.315934,1211.73,Comprehensive
POL_CLM_LEG_431_0,PN7738556933,CLM_LEG_431,2025-03-16T18:12:54.315934,2026-03-16T18:12:54.315934,1124.33,Liability Only
POL_CLM_LEG_431_1,PN5220828196,CLM_LEG_431,2024-08-19T18:12:54.315934,2025-08-19T18:12:54.315934,1511.93,Liability Only
POL_CLM_LEG_432_0,PN832109426,CLM_LEG_432,2024-05-12T18:12:54.315934,2025-05-12T18:12:54.315934,1653.09,Comprehensive
POL_CLM_LEG_433_0,PN3725225940,CLM_LEG_433,2023-01-25T18:12:54.315934,2024-01-25T18:12:54.315934,2242.24,Comprehensive
POL_CLM_LEG_433_1,PN6990107211,CLM_LEG_433,2025-05-04T18:12:54.315934,2026-05-04T18:12:54.315934,1999.82,Comprehensive
POL_CLM_LEG_434_0,PN7385387579,CLM_LEG_434,2024-08-08T18:12:54.315934,2025-08-08T18:12:54.315934,2496.81,Liability Only
POL_CLM_LEG_435_0,PN530440112,CLM_LEG_435,2024-08-19T18:12:54.315934,2025-08-19T18:12:54.315934,2426.37,Liability Only
POL_CLM_LEG_436_0,PN4467403771,CLM_LEG_436,2024-07-21T18:12:54.315934,2025-07-21T18:12:54.315934,1728.66,Comprehensive
POL_CLM_LEG_436_1,PN329899519,CLM_LEG_436,2023-05-08T18:12:54.315934,2024-05-07T18:12:54.315934,2275.01,Comprehensive
POL_CLM_LEG_437_0,PN601010499,CLM_LEG_437,2023-07-28T18:12:54.315934,2024-07-27T18:12:54.315934,1249.42,Liability Only
POL_CLM_LEG_438_0,PN6819007822,CLM_LEG_438,2024-10-27T18:12:54.315934,2025-10-27T18:12:54.315934,1274.31,Liability Only
POL_CLM_LEG_439_0,PN5529773468,CLM_LEG_439,2024-09-05T18:12:54.315934,2025-09-05T18:12:54.315934,2111.0,Comprehensive
POL_CLM_LEG_440_0,PN1975261991,CLM_LEG_440,2023-07-16T18:12:54.315934,2024-07-15T18:12:54.315934,1631.31,Liability Only
POL_CLM_LEG_441_0,PN1919899052,CLM_LEG_441,2023-04-14T18:12:54.315934,2024-04-13T18:12:54.315934,2026.83,Liability Only
POL_CLM_LEG_442_0,PN665709556,CLM_LEG_442,2023-08-14T18:12:54.315934,2024-08-13T18:12:54.315934,1723.42,Liability Only
POL_CLM_LEG_443_0,PN1217273279,CLM_LEG_443,2023-05-07T18:12:54.315934,2024-05-06T18:12:54.315934,2167.85,Liability Only
POL_CLM_LEG_444_0,PN8945062264,CLM_LEG_444,2023-07-06T18:12:54.315934,2024-07-05T18:12:54.315934,934.35,Liability Only
POL_CLM_LEG_445_0,PN4837245388,CLM_LEG_445,2023-06-02T18:12:54.315934,2024-06-01T18:12:54.315934,1614.43,Full Coverage
POL_CLM_LEG_446_0,PN1211197211,CLM_LEG_446,2024-10-02T18:12:54.315934,2025-10-02T18:12:54.315934,2386.14,Comprehensive
POL_CLM_LEG_447_0,PN3435329248,CLM_LEG_447,2025-03-17T18:12:54.315934,2026-03-17T18:12:54.315934,1846.65,Comprehensive
POL_CLM_LEG_448_0,PN5066408834,CLM_LEG_448,2025-05-16T18:12:54.315934,2026-05-16T18:12:54.315934,1938.72,Comprehensive
POL_CLM_LEG_449_0,PN6120264303,CLM_LEG_449,2024-11-10T18:12:54.315934,2025-11-10T18:12:54.315934,889.23,Liability Only
POL_CLM_LEG_450_0,PN5804175940,CLM_LEG_450,2024-03-10T18:12:54.315934,2025-03-10T18:12:54.315934,970.93,Full Coverage
POL_CLM_LEG_451_0,PN3676035700,CLM_LEG_451,2023-12-21T18:12:54.315934,2024-12-20T18:12:54.315934,2462.45,Full Coverage
POL_CLM_LEG_452_0,PN753911995,CLM_LEG_452,2023-01-17T18:12:54.315934,2024-01-17T18:12:54.315934,2293.28,Liability Only
POL_CLM_LEG_453_0,PN5159313645,CLM_LEG_453,2023-05-24T18:12:54.315934,2024-05-23T18:12:54.315934,2438.65,Liability Only
POL_CLM_LEG_454_0,PN5823128871,CLM_LEG_454,2025-05-07T18:12:54.315934,2026-05-07T18:12:54.315934,2343.49,Full Coverage
POL_CLM_LEG_455_0,PN2191260289,CLM_LEG_455,2024-11-11T18:12:54.315934,2025-11-11T18:12:54.315934,1709.76,Comprehensive
POL_CLM_LEG_456_0,PN4920081684,CLM_LEG_456,2025-05-29T18:12:54.315934,2026-05-29T18:12:54.315934,2352.49,Full Coverage
POL_CLM_LEG_457_0,PN6243547394,CLM_LEG_457,2023-03-02T18:12:54.315934,2024-03-01T18:12:54.315934,1098.84,Full Coverage
POL_CLM_LEG_458_0,PN5719852213,CLM_LEG_458,2024-05-26T18:12:54.315934,2025-05-26T18:12:54.315934,2139.53,Full Coverage
POL_CLM_LEG_458_1,PN4938315384,CLM_LEG_458,2023-06-01T18:12:54.315934,2024-05-31T18:12:54.315934,2435.62,Liability Only
POL_CLM_LEG_459_0,PN8822459571,CLM_LEG_459,2025-06-27T18:12:54.315934,2026-06-27T18:12:54.315934,1307.27,Comprehensive
POL_CLM_LEG_460_0,PN5334153055,CLM_LEG_460,2024-07-28T18:12:54.315934,2025-07-28T18:12:54.315934,1283.75,Comprehensive
POL_CLM_LEG_461_0,PN246716110,CLM_LEG_461,2024-02-17T18:12:54.315934,2025-02-16T18:12:54.315934,2311.74,Full Coverage
POL_CLM_LEG_462_0,PN1348986811,CLM_LEG_462,2024-03-14T18:12:54.315934,2025-03-14T18:12:54.315934,1263.82,Full Coverage
POL_CLM_LEG_463_0,PN33141252,CLM_LEG_463,2023-06-19T18:12:54.315934,2024-06-18T18:12:54.315934,1580.15,Liability Only
POL_CLM_LEG_464_0,PN2093488345,CLM_LEG_464,2025-06-22T18:12:54.315934,2026-06-22T18:12:54.315934,2052.25,Liability Only
POL_CLM_LEG_465_0,PN4306737103,CLM_LEG_465,2023-05-23T18:12:54.315934,2024-05-22T18:12:54.315934,1128.37,Comprehensive
POL_CLM_LEG_466_0,PN763777099,CLM_LEG_466,2024-05-17T18:12:54.315934,2025-05-17T18:12:54.315934,2205.88,Comprehensive
POL_CLM_LEG_467_0,PN5940246930,CLM_LEG_467,2024-05-22T18:12:54.315934,2025-05-22T18:12:54.315934,1937.73,Full Coverage
POL_CLM_LEG_468_0,PN2571947962,CLM_LEG_468,2024-03-05T18:12:54.315934,2025-03-05T18:12:54.315934,1350.12,Full Coverage
POL_CLM_LEG_468_1,PN3479752115,CLM_LEG_468,2025-06-30T18:12:54.315934,2026-06-30T18:12:54.315934,1243.33,Full Coverage
POL_CLM_LEG_469_0,PN4174015719,CLM_LEG_469,2024-10-06T18:12:54.315934,2025-10-06T18:12:54.315934,2421.86,Liability Only
POL_CLM_LEG_470_0,PN3417680720,CLM_LEG_470,2023-11-28T18:12:54.315934,2024-11-27T18:12:54.315934,819.44,Comprehensive
POL_CLM_LEG_471_0,PN993625420,CLM_LEG_471,2024-11-07T18:12:54.315934,2025-11-07T18:12:54.315934,905.61,Full Coverage
POL_CLM_LEG_472_0,PN5886576605,CLM_LEG_472,2025-01-24T18:12:54.315934,2026-01-24T18:12:54.315934,1489.21,Comprehensive
POL_CLM_LEG_473_0,PN6570119545,CLM_LEG_473,2023-01-09T18:12:54.315934,2024-01-09T18:12:54.315934,1996.05,Liability Only
POL_CLM_LEG_473_1,PN7305150527,CLM_LEG_473,2023-07-31T18:12:54.315934,2024-07-30T18:12:54.315934,999.61,Liability Only
POL_CLM_LEG_474_0,PN4158892845,CLM_LEG_474,2024-11-22T18:12:54.315934,2025-11-22T18:12:54.315934,1172.52,Full Coverage
POL_CLM_LEG_475_0,PN6092855324,CLM_LEG_475,2024-03-28T18:12:54.315934,2025-03-28T18:12:54.315934,2071.15,Comprehensive
POL_CLM_LEG_476_0,PN1274746271,CLM_LEG_476,2023-07-19T18:12:54.315934,2024-07-18T18:12:54.315934,1733.7,Liability Only
POL_CLM_LEG_477_0,PN9054963553,CLM_LEG_477,2023-04-07T18:12:54.315934,2024-04-06T18:12:54.315934,1928.96,Full Coverage
POL_CLM_LEG_478_0,PN2267798565,CLM_LEG_478,2023-08-10T18:12:54.315934,2024-08-09T18:12:54.315934,2083.06,Full Coverage
POL_CLM_LEG_479_0,PN137727644,CLM_LEG_479,2024-01-13T18:12:54.315934,2025-01-12T18:12:54.315934,1996.4,Full Coverage
POL_CLM_LEG_480_0,PN1165695495,CLM_LEG_480,2025-03-14T18:12:54.315934,2026-03-14T18:12:54.315934,904.99,Comprehensive
POL_CLM_LEG_480_1,PN5433420232,CLM_LEG_480,2024-02-05T18:12:54.315934,2025-02-04T18:12:54.315934,1143.67,Comprehensive
POL_CLM_LEG_481_0,PN7662742680,CLM_LEG_481,2024-08-05T18:12:54.315934,2025-08-05T18:12:54.315934,2252.63,Liability Only
POL_CLM_LEG_482_0,PN7233192374,CLM_LEG_482,2024-12-08T18:12:54.315934,2025-12-08T18:12:54.315934,2018.76,Liability Only
POL_CLM_LEG_483_0,PN3174906708,CLM_LEG_483,2024-01-31T18:12:54.315934,2025-01-30T18:12:54.315934,1557.32,Full Coverage
POL_CLM_LEG_484_0,PN2463322910,CLM_LEG_484,2024-01-28T18:12:54.315934,2025-01-27T18:12:54.315934,1506.22,Comprehensive
POL_CLM_LEG_485_0,PN9202759830,CLM_LEG_485,2024-03-20T18:12:54.315934,2025-03-20T18:12:54.315934,1943.71,Liability Only
POL_CLM_LEG_486_0,PN4443235040,CLM_LEG_486,2024-05-27T18:12:54.315934,2025-05-27T18:12:54.315934,1232.58,Full Coverage
POL_CLM_LEG_487_0,PN3890891246,CLM_LEG_487,2023-11-22T18:12:54.315934,2024-11-21T18:12:54.315934,924.15,Liability Only
POL_CLM_LEG_488_0,PN9977182452,CLM_LEG_488,2025-05-02T18:12:54.315934,2026-05-02T18:12:54.315934,1719.98,Full Coverage
